CHROM	ID	nREF	nALT	nHET	nTs	nTv	avgDP	Singletons	Missing_Sites
chr_19	421_CC_GRW_HUN_F	762209	22367	43016	47507	17876	5.6	1352	320761
chr_19	424_CC_GRW_HUN_F	874321	25551	51219	55801	20969	6.7	1988	197262
chr_19	417_CC_GRW_HUN_F	879296	25207	50160	54660	20707	6.8	2035	193690
chr_19	428_CC_GRW_HUN_F	908460	26801	51768	57002	21567	7.3	1562	161324
chr_19	430_CC_GRW_HUN_F	948723	29030	53079	59555	22554	8.7	1869	117521
chr_19	426_CC_GRW_HUN_F	980925	29362	59139	64034	24467	10.8	2553	78927
chr_19	393_CC_UNK_RUS_F	735234	21870	39176	44456	16590	4.9	1667	352073
chr_19	370_CO_PLW_RUS_F	863009	33581	53357	62469	24469	6.8	3506	198406
chr_19	379_CO_PLW_RUS_F	963280	38776	60822	71900	27698	8.6	4548	85475
chr_19	120_CC_UNK_ENG_F	955234	28357	55977	60955	23379	7.8	2956	108785
chr_19	380_CO_PLW_RUS_F	975405	39691	61254	72743	28202	9.1	4291	72003
chr_19	283_CC_UNK_RUS_F	1011225	32125	53753	62108	23770	10.0	2627	51250
chr_19	311_CO_ACW_RUS_F	978042	39882	60157	71833	28206	8.5	3687	70272
chr_19	285_CC_UNK_RUS_F	997767	30947	52873	60406	23414	9.1	2559	66766
chr_19	381_CO_PLW_RUS_F	1014402	41686	65335	77141	29880	12.0	4198	26930
chr_19	304_CC_UNK_RUS_F	1031152	30567	63089	67531	26125	11.6	3198	23545
chr_19	362_CO_PLW_RUS_F	1019909	42864	64334	77358	29840	13.4	4383	21246
chr_19	328_CC_SCC_RUS_F	1031404	30490	61807	66545	25752	12.3	3077	24652
chr_19	317_CO_SCC_RUS_F	1017751	42441	64395	76940	29896	12.7	4013	23766
chr_19	295_CC_UNK_RUS_F	1027216	34886	51072	62062	23896	11.1	2574	35179
chr_19	277_CC_UNK_RUS_F	1029917	33745	52848	62423	24170	11.8	2438	31843
chr_19	376_CO_PLW_RUS_F	1013875	43772	61193	75680	29285	12.0	4408	29513
chr_19	286_CC_UNK_RUS_F	1031161	33791	54978	64198	24571	11.5	2955	28423
chr_19	252_CC_SRT_RUS_F	1039057	31504	59585	65554	25535	12.7	2900	18207
chr_19	291_CC_UNK_RUS_F	1039894	34357	53194	63283	24268	12.6	2584	20908
chr_19	294_CC_UNK_RUS_F	1039268	34226	54615	64100	24741	13.8	2528	20244
chr_19	276_CC_UNK_RUS_F	1042019	33514	55997	64590	24921	15.2	2991	16823
chr_19	436_CC_UNK_ROM_F	366698	8319	20983	22194	7108	3.0	2078	752353
chr_19	439_CC_UNK_RUS_F	482051	11595	28205	30148	9652	3.5	2693	626502
chr_19	441_CC_UNK_RUS_F	370094	8227	21417	22324	7320	3.0	1946	748615
chr_19	443_CC_UNK_RUS_F	438798	10367	25486	26753	9100	3.3	2135	673702
chr_19	440_CC_UNK_RUS_F	525623	13314	29981	32534	10761	3.7	2612	579435
chr_19	445_CC_UNK_TOG_F	537013	12983	31996	33839	11140	3.7	2894	566361
chr_19	431_CC_UNK_EST_F	666227	16410	42313	44024	14699	4.5	3489	423403
chr_19	433_CC_UNK_CHN_F	595322	15857	32273	36033	12097	4.0	3059	504901
chr_19	434_CC_UNK_UKR_F	583347	14657	34400	36471	12586	4.0	2699	515949
chr_19	414_CC_GRW_HUN_F	1005493	29508	61078	65437	25149	11.4	2530	52274
chr_19	412_CC_GRW_HUN_F	1004690	29662	61613	66070	25205	11.9	2676	52388
chr_19	410_CC_GRW_HUN_F	1018966	30044	62460	67024	25480	14.5	2403	36883
chr_19	411_CC_GRW_HUN_F	867761	24159	52996	55892	21263	6.5	1759	203437
chr_19	413_CC_GRW_HUN_F	863620	24954	50708	55041	20621	6.7	1697	209071
chr_19	416_CC_GRW_HUN_F	1003158	29858	61686	66047	25497	15.2	2437	53651
chr_19	401_CO_SCC_RUS_F	830751	32088	52062	60917	23233	6.7	3144	233452
chr_19	415_CC_GRW_HUN_F	995797	29183	61305	65376	25112	12.5	2173	62068
chr_19	301_CC_UNK_RUS_F	920712	27157	50744	56290	21611	7.1	2159	149740
chr_19	400_CO_SCC_RUS_F	962489	40527	56015	69768	26774	8.4	3142	89322
chr_19	330_CO_SCC_RUS_F	1016462	42470	63123	76048	29545	12.1	3586	26298
chr_19	310_CO_ACW_RUS_F	1016294	41188	65786	76991	29983	12.4	4173	25085
chr_19	119_CC_UNK_ENG_F	1018156	30240	60933	65952	25221	10.0	3398	39024
chr_19	357_CO_YBW_RUS_F	1019599	42001	65390	77214	30177	13.5	4461	21363
chr_19	382_CO_PLW_RUS_F	1017402	42524	65422	77858	30088	13.8	4622	23005
chr_19	387_CP_MBW_RUS_F	960406	90196	31207	88007	33396	12.8	51665	66544
chr_19	327_CO_SCC_RUS_F	1017195	42669	64569	77226	30012	12.7	4216	23920
chr_1	437_CC_UNK_MAC_F	6754161	149203	352064	356226	145041	3.2	33877	11003434
chr_1	442_CC_UNK_RUS_F	7249669	155240	373355	378433	150162	3.4	38454	10480598
chr_1	435_CC_UNK_UKR_F	8801747	207192	423743	442674	188261	3.8	34507	8826180
chr_1	432_CC_UNK_IRA_F	8503366	189447	428890	438581	179756	3.7	41240	9137159
chr_1	438_CC_UNK_RUS_F	8533060	190047	447882	455069	182860	3.7	45154	9087873
chr_1	444_CC_UNK_MON_F	8298535	179621	433664	437808	175477	3.7	41834	9347042
chr_1	423_CC_GRW_HUN_F	15425961	396909	804835	816414	385330	9.6	40505	1631157
chr_1	419_CC_GRW_HUN_F	16006935	418281	834543	849558	403266	10.6	43417	999103
chr_1	427_CC_GRW_HUN_F	10926342	283636	534006	564248	253394	6.0	24560	6514878
chr_1	420_CC_GRW_HUN_F	11354579	292058	553639	580852	264845	5.2	24898	6058586
chr_1	418_CC_GRW_HUN_F	13645451	353881	683664	708918	328627	6.4	32713	3575866
chr_1	422_CC_GRW_HUN_F	12106805	303805	602284	621390	284699	5.3	28316	5245968
chr_1	429_CC_GRW_HUN_F	11613441	302508	572972	602278	273202	6.3	27080	5769941
chr_1	421_CC_GRW_HUN_F	12460902	318428	630545	651312	297661	6.2	26768	4848987
chr_1	424_CC_GRW_HUN_F	12296127	313736	607698	632535	288899	5.9	30056	5041301
chr_1	417_CC_GRW_HUN_F	12829111	327696	652625	671322	308999	6.4	27004	4449430
chr_1	428_CC_GRW_HUN_F	13662496	347099	690617	708511	329205	6.7	30685	3558650
chr_1	430_CC_GRW_HUN_F	14640325	376781	743745	762935	357591	8.3	38522	2498011
chr_1	426_CC_GRW_HUN_F	15440072	400520	798468	814505	384483	10.4	42165	1619802
chr_1	393_CC_UNK_RUS_F	11577039	315244	489128	548723	255649	4.8	22992	5877451
chr_1	370_CO_PLW_RUS_F	15209146	716000	915828	1099936	531892	8.8	70612	1417888
chr_1	379_CO_PLW_RUS_F	15536221	750666	906022	1117611	539077	8.9	70023	1065953
chr_1	120_CC_UNK_ENG_F	15933787	420493	821468	840196	401765	8.3	52792	1083114
chr_1	380_CO_PLW_RUS_F	15649997	758090	915401	1129888	543603	9.2	69027	935374
chr_1	283_CC_UNK_RUS_F	16603482	481062	711368	806242	386188	11.1	42066	462950
chr_1	311_CO_ACW_RUS_F	15065036	711681	873872	1070190	515363	7.5	54886	1608273
chr_1	285_CC_UNK_RUS_F	16018497	460088	672593	764706	367975	8.5	38302	1107684
chr_1	381_CO_PLW_RUS_F	15903581	772579	940158	1155921	556816	10.3	70203	642544
chr_1	304_CC_UNK_RUS_F	16680783	492277	758958	844428	406807	11.6	49271	326844
chr_1	362_CO_PLW_RUS_F	16022589	786282	948191	1169808	564665	11.1	72396	501800
chr_1	328_CC_SCC_RUS_F	16677833	445343	826092	858263	413172	12.0	44358	309594
chr_1	317_CO_SCC_RUS_F	16086561	783016	956290	1171995	567311	11.7	64105	432995
chr_1	295_CC_UNK_RUS_F	16220801	495092	629508	762372	362228	8.8	35532	913461
chr_1	277_CC_UNK_RUS_F	16743951	497874	688697	802385	384186	12.1	37293	328340
chr_1	376_CO_PLW_RUS_F	15964549	805682	884672	1141053	549301	10.5	72280	603959
chr_1	286_CC_UNK_RUS_F	16583584	484544	691840	796698	379686	10.3	40730	498894
chr_1	252_CC_SRT_RUS_F	16752419	452139	809986	852033	410092	12.7	43059	244318
chr_1	291_CC_UNK_RUS_F	16789228	501192	683535	800695	384032	12.2	37870	284907
chr_1	294_CC_UNK_RUS_F	16779096	496694	698665	808636	386723	12.4	38154	284407
chr_1	276_CC_UNK_RUS_F	16198691	467602	685701	782316	370987	10.1	35987	906868
chr_1	436_CC_UNK_ROM_F	4999284	106605	243750	251214	99141	2.7	25819	12909223
chr_1	439_CC_UNK_RUS_F	6539034	139271	334847	340413	133705	3.1	34389	11245710
chr_1	441_CC_UNK_RUS_F	5233757	107487	262715	266185	104017	2.8	26612	12654903
chr_1	443_CC_UNK_RUS_F	6014097	129371	300251	304412	125210	3.0	27630	11815143
chr_1	440_CC_UNK_RUS_F	7594358	165999	391879	398440	159438	3.4	38546	10106626
chr_1	445_CC_UNK_TOG_F	7807227	170094	401410	408495	163009	3.5	40909	9880131
chr_1	431_CC_UNK_EST_F	9183952	201678	496799	496835	201642	3.9	47224	8376433
chr_1	433_CC_UNK_CHN_F	8969257	218495	397762	436735	179522	3.8	42494	8673348
chr_1	434_CC_UNK_UKR_F	9151388	206912	473240	480061	200091	3.9	40969	8427322
chr_1	414_CC_GRW_HUN_F	16002812	414631	833499	846867	401263	10.2	42159	1007920
chr_1	412_CC_GRW_HUN_F	16177247	427083	838742	857924	407901	11.0	37504	815790
chr_1	410_CC_GRW_HUN_F	16461991	439718	852195	874482	417431	12.9	45155	504958
chr_1	411_CC_GRW_HUN_F	13011216	325496	674573	684322	315747	6.0	33198	4247577
chr_1	413_CC_GRW_HUN_F	12003294	306689	599894	621890	284693	5.8	26615	5348985
chr_1	416_CC_GRW_HUN_F	15170849	394631	793072	809039	378664	12.7	41258	1900310
chr_1	401_CO_SCC_RUS_F	13934712	646928	822605	992889	476644	6.9	52678	2854617
chr_1	415_CC_GRW_HUN_F	15593777	407451	807301	824913	389839	11.9	31660	1450333
chr_1	301_CC_UNK_RUS_F	14952916	397819	680606	729540	348885	6.9	34248	2227521
chr_1	400_CO_SCC_RUS_F	15202616	717427	888048	1085882	519593	8.0	55896	1450771
chr_1	330_CO_SCC_RUS_F	16111164	788942	956373	1175492	569823	12.5	63902	402383
chr_1	310_CO_ACW_RUS_F	16135908	792342	960306	1180918	571730	13.2	66458	370306
chr_1	119_CC_UNK_ENG_F	16470320	429295	864216	875311	418200	10.0	56540	495031
chr_1	357_CO_YBW_RUS_F	15884149	763004	943279	1151937	554346	10.3	67315	668430
chr_1	382_CO_PLW_RUS_F	15593988	743732	931501	1132904	542329	9.6	67490	989641
chr_1	387_CP_MBW_RUS_F	14941156	1383033	569204	1333757	618480	10.3	936851	1365469
chr_1	327_CO_SCC_RUS_F	16053321	785067	947636	1168211	564492	11.3	61864	472838
chr_20	437_CC_UNK_MAC_F	437958	10168	24762	26234	8696	3.3	2198	645399
chr_20	442_CC_UNK_RUS_F	505173	11650	28848	30594	9904	3.7	2732	572616
chr_20	435_CC_UNK_UKR_F	538048	13180	30032	31842	11370	3.8	2234	537027
chr_20	432_CC_UNK_IRA_F	554103	12901	30523	32548	10876	3.9	2822	520760
chr_20	438_CC_UNK_RUS_F	582096	13573	34399	36189	11783	4.1	3354	488219
chr_20	444_CC_UNK_MON_F	574770	13399	32994	34963	11430	4.0	2953	497124
chr_20	423_CC_GRW_HUN_F	954260	26346	55215	58800	22761	9.7	2952	82466
chr_20	419_CC_GRW_HUN_F	969680	26493	55956	59754	22695	10.1	2401	66158
chr_20	427_CC_GRW_HUN_F	843240	23726	47744	51984	19486	7.9	2190	203577
chr_20	420_CC_GRW_HUN_F	808229	22424	44620	48748	18296	6.2	2023	243014
chr_20	418_CC_GRW_HUN_F	803968	22217	43398	47504	18111	6.0	1815	248704
chr_20	422_CC_GRW_HUN_F	781816	21823	42054	46486	17391	5.6	1666	272594
chr_20	429_CC_GRW_HUN_F	867880	23525	48523	52293	19755	8.0	2024	178359
chr_20	421_CC_GRW_HUN_F	749577	20752	40619	44573	16798	5.7	982	307339
chr_20	424_CC_GRW_HUN_F	834633	24081	42965	48476	18570	6.5	1985	216608
chr_20	417_CC_GRW_HUN_F	848160	23467	46454	50705	19216	6.8	1940	200206
chr_20	428_CC_GRW_HUN_F	879646	23698	48531	52380	19849	7.1	1068	166412
chr_20	430_CC_GRW_HUN_F	921706	24876	52144	55669	21351	8.5	2352	119561
chr_20	426_CC_GRW_HUN_F	954873	26648	54436	58478	22606	10.5	2679	82330
chr_20	393_CC_UNK_RUS_F	700284	20619	33643	39372	14890	4.8	1414	363741
chr_20	370_CO_PLW_RUS_F	822235	34363	51272	61473	24162	6.5	3468	210417
chr_20	379_CO_PLW_RUS_F	928329	40870	58169	71344	27695	8.6	4033	90919
chr_20	120_CC_UNK_ENG_F	937385	25803	52973	56765	22011	7.8	2955	102126
chr_20	380_CO_PLW_RUS_F	940985	41953	57966	71749	28170	9.0	4090	77383
chr_20	283_CC_UNK_RUS_F	989723	30555	47581	56404	21732	10.2	2431	50428
chr_20	311_CO_ACW_RUS_F	937446	40421	59366	71598	28189	8.1	3517	81054
chr_20	285_CC_UNK_RUS_F	977852	29770	47143	55417	21496	9.2	2453	63522
chr_20	381_CO_PLW_RUS_F	980588	43792	63066	76828	30030	11.7	5032	30841
chr_20	304_CC_UNK_RUS_F	1008047	28086	58300	62339	24047	11.6	3010	23854
chr_20	362_CO_PLW_RUS_F	985415	44641	63093	77233	30501	13.0	4468	25138
chr_20	328_CC_SCC_RUS_F	1008674	28471	54531	59677	23325	12.3	2600	26611
chr_20	317_CO_SCC_RUS_F	984776	43687	63133	76895	29925	12.5	4108	26691
chr_20	295_CC_UNK_RUS_F	996497	31776	46693	56694	21775	10.3	2378	43321
chr_20	277_CC_UNK_RUS_F	1007641	31747	48756	58000	22503	12.5	2431	30143
chr_20	376_CO_PLW_RUS_F	977405	45415	60223	75823	29815	11.6	4549	35244
chr_20	286_CC_UNK_RUS_F	1006237	31158	49124	57940	22342	11.1	2729	31768
chr_20	252_CC_SRT_RUS_F	1015702	28636	56066	61083	23619	12.8	2741	17883
chr_20	291_CC_UNK_RUS_F	1014812	32789	47697	58055	22431	12.4	2406	22989
chr_20	294_CC_UNK_RUS_F	1014705	33078	47371	58040	22409	13.1	2369	23133
chr_20	276_CC_UNK_RUS_F	1016901	31745	49989	59055	22679	14.3	2557	19652
chr_20	436_CC_UNK_ROM_F	353649	7749	19528	20552	6725	2.9	1916	737361
chr_20	439_CC_UNK_RUS_F	467800	10306	26502	27811	8997	3.5	2545	613679
chr_20	441_CC_UNK_RUS_F	357692	7656	20023	20838	6841	3.0	1904	732916
chr_20	443_CC_UNK_RUS_F	426923	9512	23648	24867	8293	3.3	1984	658204
chr_20	440_CC_UNK_RUS_F	516177	12185	28925	30984	10126	3.7	2817	561000
chr_20	445_CC_UNK_TOG_F	520359	12021	29573	31315	10279	3.7	2800	556334
chr_20	431_CC_UNK_EST_F	645691	15341	38202	40283	13260	4.4	3420	419053
chr_20	433_CC_UNK_CHN_F	582529	15322	29480	33546	11256	4.0	2944	490956
chr_20	434_CC_UNK_UKR_F	571273	13826	32229	34234	11821	4.0	2615	500959
chr_20	414_CC_GRW_HUN_F	977257	27677	56398	60506	23569	11.1	2535	56955
chr_20	412_CC_GRW_HUN_F	980443	27741	56377	60780	23338	12.0	3005	53726
chr_20	410_CC_GRW_HUN_F	992668	27843	58470	62249	24064	14.4	2867	39306
chr_20	411_CC_GRW_HUN_F	842352	22156	48028	50766	19418	6.7	1902	205751
chr_20	413_CC_GRW_HUN_F	831568	23597	44049	49051	18595	6.7	1989	219073
chr_20	416_CC_GRW_HUN_F	974057	26962	56119	59969	23112	14.6	2254	61149
chr_20	401_CO_SCC_RUS_F	793859	33151	49642	59870	22923	6.5	3086	241635
chr_20	415_CC_GRW_HUN_F	969708	26530	55653	59288	22895	12.3	2389	66396
chr_20	301_CC_UNK_RUS_F	911985	26096	47545	52890	20751	7.4	2099	132661
chr_20	400_CO_SCC_RUS_F	924736	40099	57196	69942	27353	8.2	3311	96256
chr_20	330_CO_SCC_RUS_F	982769	43973	62254	76275	29952	12.1	3938	29291
chr_20	310_CO_ACW_RUS_F	983515	43480	62698	76149	30029	12.5	3906	28594
chr_20	119_CC_UNK_ENG_F	995763	27712	57052	61185	23579	9.9	3491	37760
chr_20	357_CO_YBW_RUS_F	985165	43573	63293	76850	30016	12.8	4161	26256
chr_20	382_CO_PLW_RUS_F	980882	44612	62479	76877	30214	12.8	4641	30314
chr_20	387_CP_MBW_RUS_F	930508	89450	30047	86457	33040	12.5	51016	68282
chr_20	327_CO_SCC_RUS_F	985287	44372	62107	76270	30209	12.4	4093	26521
chr_21	437_CC_UNK_MAC_F	310924	9061	17664	20017	6708	3.3	1624	470875
chr_21	442_CC_UNK_RUS_F	362760	10212	20993	23514	7691	3.6	2033	414559
chr_21	435_CC_UNK_UKR_F	379307	11271	20886	23738	8419	3.7	1625	397060
chr_21	432_CC_UNK_IRA_F	392368	9249	25125	25692	8682	3.9	2094	381782
chr_21	438_CC_UNK_RUS_F	416996	12310	23808	27199	8919	4.0	2341	355410
chr_21	444_CC_UNK_MON_F	412915	11948	24144	27038	9054	4.0	2230	359517
chr_21	423_CC_GRW_HUN_F	677384	19108	46534	47555	18087	9.7	1791	65498
chr_21	419_CC_GRW_HUN_F	671667	23900	38549	44981	17468	8.7	2036	74408
chr_21	427_CC_GRW_HUN_F	615335	21602	35712	41596	15718	8.2	1658	135875
chr_21	420_CC_GRW_HUN_F	573602	15442	38181	38907	14716	6.0	1373	181299
chr_21	418_CC_GRW_HUN_F	563293	14914	36405	37175	14144	5.7	1357	193912
chr_21	422_CC_GRW_HUN_F	551862	19306	30741	36374	13673	5.5	1087	206615
chr_21	429_CC_GRW_HUN_F	622613	21919	36068	41997	15990	8.1	1572	127924
chr_21	421_CC_GRW_HUN_F	494942	16834	27751	32291	12294	4.9	790	268997
chr_21	424_CC_GRW_HUN_F	592503	15941	39573	40268	15246	6.4	1533	160507
chr_21	417_CC_GRW_HUN_F	592661	20798	33591	39331	15058	6.4	1516	161474
chr_21	428_CC_GRW_HUN_F	619285	21120	35758	40995	15883	7.0	672	132361
chr_21	430_CC_GRW_HUN_F	653291	20108	34359	39232	15235	8.4	1566	100766
chr_21	426_CC_GRW_HUN_F	674683	18477	45122	45969	17630	10.4	1788	70242
chr_21	393_CC_UNK_RUS_F	494177	13850	29666	31722	11794	4.7	1034	270831
chr_21	370_CO_PLW_RUS_F	582912	23956	36374	43526	16804	6.2	2542	165282
chr_21	379_CO_PLW_RUS_F	663711	29444	40132	50193	19383	8.4	2921	75237
chr_21	120_CC_UNK_ENG_F	660108	22686	38406	44041	17051	7.6	2307	87324
chr_21	380_CO_PLW_RUS_F	676967	29233	35318	46580	17971	8.8	2611	67006
chr_21	283_CC_UNK_RUS_F	698043	26239	34558	44025	16772	9.8	1822	49684
chr_21	311_CO_ACW_RUS_F	674166	29205	41740	51047	19898	8.1	2733	63413
chr_21	285_CC_UNK_RUS_F	687629	25502	34370	43139	16733	8.9	1799	61023
chr_21	381_CO_PLW_RUS_F	701598	31512	44403	54574	21341	11.6	3389	31011
chr_21	304_CC_UNK_RUS_F	716758	23881	40690	46625	17946	11.1	2104	27195
chr_21	362_CO_PLW_RUS_F	707244	32263	44235	54898	21600	13.2	3685	24782
chr_21	328_CC_SCC_RUS_F	712306	25187	40975	47651	18511	12.0	2187	30056
chr_21	317_CO_SCC_RUS_F	706211	26350	51906	56346	21910	12.4	2834	24057
chr_21	295_CC_UNK_RUS_F	710116	21680	41774	45878	17576	10.5	1860	34954
chr_21	277_CC_UNK_RUS_F	716558	26667	35978	45182	17463	11.9	1872	29321
chr_21	376_CO_PLW_RUS_F	700626	26426	51010	55806	21630	11.6	3281	30462
chr_21	286_CC_UNK_RUS_F	714649	26781	35802	45197	17386	11.1	2133	31292
chr_21	252_CC_SRT_RUS_F	720202	19946	47884	48979	18851	12.3	2008	20492
chr_21	291_CC_UNK_RUS_F	720892	27400	35307	45215	17492	12.3	2052	24925
chr_21	294_CC_UNK_RUS_F	721211	28535	33969	45102	17402	13.3	1909	24809
chr_21	276_CC_UNK_RUS_F	725193	27798	36327	46100	18025	14.7	1981	19206
chr_21	436_CC_UNK_ROM_F	257335	6825	14914	16338	5401	2.9	1438	529450
chr_21	439_CC_UNK_RUS_F	334862	9183	19500	21613	7070	3.5	1885	444979
chr_21	441_CC_UNK_RUS_F	254882	6970	14217	16027	5160	2.9	1358	532455
chr_21	443_CC_UNK_RUS_F	308039	8723	17461	19504	6680	3.3	1571	474301
chr_21	440_CC_UNK_RUS_F	367422	10569	21795	24322	8042	3.7	2024	408738
chr_21	445_CC_UNK_TOG_F	371994	8198	25042	24997	8243	3.7	2076	403290
chr_21	431_CC_UNK_EST_F	471709	12443	26378	29277	9544	4.5	2490	297994
chr_21	433_CC_UNK_CHN_F	412152	12930	21307	25512	8725	4.0	2041	362135
chr_21	434_CC_UNK_UKR_F	401383	11820	23145	26004	8961	3.9	1886	372176
chr_21	414_CC_GRW_HUN_F	693217	24252	40210	46644	17818	10.9	1629	50845
chr_21	412_CC_GRW_HUN_F	694787	19408	46818	47897	18329	11.2	1342	47511
chr_21	410_CC_GRW_HUN_F	702763	24883	41680	47954	18609	13.4	1850	39198
chr_21	411_CC_GRW_HUN_F	586305	19406	35116	39444	15078	6.1	1528	167697
chr_21	413_CC_GRW_HUN_F	588675	16859	38006	39716	15149	6.4	1086	164984
chr_21	416_CC_GRW_HUN_F	692436	19020	48209	48600	18629	14.4	1624	48859
chr_21	401_CO_SCC_RUS_F	571052	20353	39798	43760	16391	6.3	2187	177321
chr_21	415_CC_GRW_HUN_F	684459	24950	39304	46449	17805	12.1	1776	59811
chr_21	301_CC_UNK_RUS_F	637763	22348	33902	40486	15764	7.1	1665	114511
chr_21	400_CO_SCC_RUS_F	659248	27832	41703	50312	19223	8.1	2508	79741
chr_21	330_CO_SCC_RUS_F	700609	31121	43631	53828	20924	11.4	2958	33163
chr_21	310_CO_ACW_RUS_F	702335	26245	51094	55792	21547	11.7	2848	28850
chr_21	119_CC_UNK_ENG_F	703239	24193	42034	47766	18461	9.7	2579	39058
chr_21	357_CO_YBW_RUS_F	706764	30794	45523	55006	21311	13.1	3462	25443
chr_21	382_CO_PLW_RUS_F	704881	26699	52157	56720	22136	13.2	3297	24787
chr_21	387_CP_MBW_RUS_F	667846	60999	22761	60640	23120	12.5	34284	56918
chr_21	327_CO_SCC_RUS_F	704758	26203	51990	56228	21965	12.2	2898	25573
chr_22	437_CC_UNK_MAC_F	288342	6311	15783	16629	5465	3.2	1544	450312
chr_22	442_CC_UNK_RUS_F	346093	7446	19326	20202	6570	3.7	1993	387883
chr_22	435_CC_UNK_UKR_F	349894	7801	18232	19370	6663	3.7	1567	384821
chr_22	432_CC_UNK_IRA_F	371050	8372	20455	21547	7280	3.9	2028	360871
chr_22	438_CC_UNK_RUS_F	400857	9086	22542	23892	7736	4.1	2399	328263
chr_22	444_CC_UNK_MON_F	390322	8665	21348	22651	7362	4.0	2007	340413
chr_22	423_CC_GRW_HUN_F	634928	17227	34794	37444	14577	9.5	1552	73799
chr_22	419_CC_GRW_HUN_F	642282	17258	34344	37182	14420	9.6	1644	66864
chr_22	427_CC_GRW_HUN_F	584659	16364	31140	34605	12899	8.2	1580	128585
chr_22	420_CC_GRW_HUN_F	549461	14670	29060	31624	12106	6.4	1216	167557
chr_22	418_CC_GRW_HUN_F	528329	13476	27577	29649	11404	5.9	1490	191366
chr_22	422_CC_GRW_HUN_F	527404	13925	27745	30163	11507	5.5	1028	191674
chr_22	429_CC_GRW_HUN_F	589445	15973	32183	34677	13479	8.1	1371	123147
chr_22	421_CC_GRW_HUN_F	489143	12855	25754	27926	10683	5.5	1069	232996
chr_22	424_CC_GRW_HUN_F	556353	14481	29382	31738	12125	6.4	1431	160532
chr_22	417_CC_GRW_HUN_F	560235	14996	30010	32507	12499	6.6	1367	155507
chr_22	428_CC_GRW_HUN_F	572389	15409	29911	32636	12684	6.8	911	143039
chr_22	430_CC_GRW_HUN_F	596939	15801	32801	35050	13552	7.9	1464	115207
chr_22	426_CC_GRW_HUN_F	627744	16521	34392	36770	14143	9.9	1511	82091
chr_22	393_CC_UNK_RUS_F	476590	12952	22575	25754	9773	4.8	979	248631
chr_22	370_CO_PLW_RUS_F	521466	24258	30731	39361	15628	6.1	2185	184293
chr_22	379_CO_PLW_RUS_F	610035	28968	36460	46747	18681	8.1	2718	85285
chr_22	120_CC_UNK_ENG_F	613527	15982	32535	34920	13597	7.3	1845	98704
chr_22	380_CO_PLW_RUS_F	620057	29555	37118	47659	19014	8.4	2778	74018
chr_22	283_CC_UNK_RUS_F	658075	22591	26194	35149	13636	9.4	1635	53888
chr_22	311_CO_ACW_RUS_F	628344	29641	38122	48628	19135	8.2	2581	64641
chr_22	285_CC_UNK_RUS_F	645716	20420	29919	36300	14039	8.5	1702	64693
chr_22	381_CO_PLW_RUS_F	658471	31594	41549	52345	20798	12.1	3341	29134
chr_22	304_CC_UNK_RUS_F	678954	17976	37686	40023	15639	11.0	2163	26132
chr_22	362_CO_PLW_RUS_F	662798	32677	41021	52679	21019	13.7	3257	24252
chr_22	328_CC_SCC_RUS_F	675290	18949	36173	39763	15359	11.9	1742	30336
chr_22	317_CO_SCC_RUS_F	660253	32167	40652	52196	20623	12.5	2809	27676
chr_22	295_CC_UNK_RUS_F	675570	21450	30942	37758	14634	11.2	1786	32786
chr_22	277_CC_UNK_RUS_F	676531	20306	31585	37344	14547	12.1	1873	32326
chr_22	376_CO_PLW_RUS_F	656306	32259	39912	51648	20523	12.0	3143	32271
chr_22	286_CC_UNK_RUS_F	677879	21801	30970	38165	14606	11.4	1900	30098
chr_22	252_CC_SRT_RUS_F	683801	19262	36546	40156	15652	12.3	1797	21139
chr_22	291_CC_UNK_RUS_F	687010	24293	25943	36312	13924	12.6	1607	23502
chr_22	294_CC_UNK_RUS_F	683845	20791	33759	39333	15217	14.0	1883	22353
chr_22	276_CC_UNK_RUS_F	691424	22462	32189	39326	15325	16.6	1977	14673
chr_22	436_CC_UNK_ROM_F	243979	5017	12778	13441	4354	3.0	1397	498974
chr_22	439_CC_UNK_RUS_F	328207	7720	15809	17881	5648	3.5	1806	409012
chr_22	441_CC_UNK_RUS_F	243837	4993	13063	13726	4330	3.0	1354	498855
chr_22	443_CC_UNK_RUS_F	290742	6234	15800	16557	5477	3.3	1479	447972
chr_22	440_CC_UNK_RUS_F	348456	7428	19194	20194	6428	3.7	1899	385670
chr_22	445_CC_UNK_TOG_F	352450	7671	19571	20546	6696	3.7	2010	381056
chr_22	431_CC_UNK_EST_F	446067	9702	26129	26930	8901	4.5	2422	278850
chr_22	433_CC_UNK_CHN_F	388964	9683	19569	22040	7212	4.0	2020	342532
chr_22	434_CC_UNK_UKR_F	373246	8293	19904	21069	7128	3.9	1781	359305
chr_22	414_CC_GRW_HUN_F	652684	18099	35255	38486	14868	11.0	1331	54710
chr_22	412_CC_GRW_HUN_F	652990	17433	36963	39219	15177	12.1	1369	53362
chr_22	410_CC_GRW_HUN_F	664349	18159	36673	39489	15343	14.8	1965	41567
chr_22	411_CC_GRW_HUN_F	559290	14640	30150	32361	12429	6.6	1547	156668
chr_22	413_CC_GRW_HUN_F	548765	14891	28293	31264	11920	6.5	1227	168799
chr_22	416_CC_GRW_HUN_F	649081	17660	37101	39477	15284	14.3	1614	56906
